Holding_ID,Portfolio_Account_ID,Symbol,Security_Name,Asset_Class,Market_Value,Portfolio_Weight
HLD-000326,PA-00069,AAPL,Apple Inc.,Equity,291275.61,41.1
HLD-000327,PA-00070,MSFT,Microsoft Corp.,Equity,79538.92,20.26
HLD-000328,PA-00070,SPY,SPDR S&P 500 ETF,ETF,32673.23,8.32
HLD-000329,PA-00070,BND,Vanguard Total Bond Market ETF,ETF,79066.35,20.14
HLD-000330,PA-00070,GOOGL,Alphabet Inc.,Equity,51049.87,13.0
HLD-000331,PA-00070,AMZN,Amazon.com Inc.,Equity,77578.97,19.76
HLD-000332,PA-00070,VTI,Vanguard Total Stock Market ETF,ETF,72681.66,18.51
HLD-000333,PA-00071,SPY,SPDR S&P 500 ETF,ETF,31897.33,16.14
HLD-000334,PA-00071,BND,Vanguard Total Bond Market ETF,ETF,73523.06,37.21
HLD-000335,PA-00071,AMZN,Amazon.com Inc.,Equity,55722.61,28.2
HLD-000336,PA-00071,GOOGL,Alphabet Inc.,Equity,36450.99,18.45
HLD-000337,PA-00072,AAPL,Apple Inc.,Equity,142023.64,19.74
HLD-000338,PA-00072,BND,Vanguard Total Bond Market ETF,ETF,202309.28,28.12
HLD-000339,PA-00072,MSFT,Microsoft Corp.,Equity,87714.31,12.19
HLD-000340,PA-00072,AMZN,Amazon.com Inc.,Equity,140260.52,19.49
HLD-000341,PA-00072,SPY,SPDR S&P 500 ETF,ETF,147259.25,20.46
HLD-000342,PA-00073,AAPL,Apple Inc.,Equity,54782.61,7.5
HLD-000343,PA-00073,MSFT,Microsoft Corp.,Equity,79887.38,10.93
HLD-000344,PA-00073,SPY,SPDR S&P 500 ETF,ETF,143928.62,19.7
HLD-000345,PA-00073,VTI,Vanguard Total Stock Market ETF,ETF,112431.02,15.39
HLD-000346,PA-00073,BND,Vanguard Total Bond Market ETF,ETF,108700.76,14.87
HLD-000347,PA-00073,GOOGL,Alphabet Inc.,Equity,231045.6,31.62
HLD-000348,PA-00074,SPY,SPDR S&P 500 ETF,ETF,146761.83,30.26
HLD-000349,PA-00074,AMZN,Amazon.com Inc.,Equity,291507.95,60.1
HLD-000350,PA-00074,VTI,Vanguard Total Stock Market ETF,ETF,46767.22,9.64
HLD-000351,PA-00075,BND,Vanguard Total Bond Market ETF,ETF,220802.03,51.31
HLD-000352,PA-00075,GOOGL,Alphabet Inc.,Equity,166503.91,38.69
HLD-000353,PA-00075,VTI,Vanguard Total Stock Market ETF,ETF,42997.07,9.99
HLD-000354,PA-00076,BND,Vanguard Total Bond Market ETF,ETF,10348.85,7.08
HLD-000355,PA-00076,SPY,SPDR S&P 500 ETF,ETF,25485.71,17.44
HLD-000356,PA-00076,VTI,Vanguard Total Stock Market ETF,ETF,60545.04,41.43
HLD-000357,PA-00076,AAPL,Apple Inc.,Equity,49746.4,34.04
HLD-000358,PA-00077,SPY,SPDR S&P 500 ETF,ETF,192494.72,28.95
HLD-000359,PA-00077,MSFT,Microsoft Corp.,Equity,152681.08,22.96
HLD-000360,PA-00077,GOOGL,Alphabet Inc.,Equity,86820.3,13.06
HLD-000361,PA-00077,BND,Vanguard Total Bond Market ETF,ETF,232870.91,35.03
HLD-000362,PA-00078,MSFT,Microsoft Corp.,Equity,86598.08,52.4
HLD-000363,PA-00078,AAPL,Apple Inc.,Equity,35349.59,21.39
HLD-000364,PA-00078,GOOGL,Alphabet Inc.,Equity,43318.32,26.21
HLD-000365,PA-00079,BND,Vanguard Total Bond Market ETF,ETF,194073.04,32.26
HLD-000366,PA-00079,AAPL,Apple Inc.,Equity,165761.06,27.55
HLD-000367,PA-00079,AMZN,Amazon.com Inc.,Equity,241805.9,40.19
HLD-000368,PA-00080,AMZN,Amazon.com Inc.,Equity,225603.98,30.45
HLD-000369,PA-00080,BND,Vanguard Total Bond Market ETF,ETF,129674.72,17.5
HLD-000370,PA-00080,AAPL,Apple Inc.,Equity,57148.34,7.71
HLD-000371,PA-00080,VTI,Vanguard Total Stock Market ETF,ETF,194868.05,26.3
HLD-000372,PA-00080,MSFT,Microsoft Corp.,Equity,133613.9,18.03
HLD-000373,PA-00081,GOOGL,Alphabet Inc.,Equity,26491.91,22.29
HLD-000374,PA-00081,VTI,Vanguard Total Stock Market ETF,ETF,37441.86,31.5
HLD-000375,PA-00081,BND,Vanguard Total Bond Market ETF,ETF,22141.68,18.63
HLD-000376,PA-00081,SPY,SPDR S&P 500 ETF,ETF,32796.55,27.59
HLD-000377,PA-00082,AMZN,Amazon.com Inc.,Equity,189257.34,25.7
HLD-000378,PA-00082,SPY,SPDR S&P 500 ETF,ETF,234261.92,31.81
HLD-000379,PA-00082,MSFT,Microsoft Corp.,Equity,219527.45,29.81
HLD-000380,PA-00082,BND,Vanguard Total Bond Market ETF,ETF,93469.29,12.69
HLD-000381,PA-00083,AAPL,Apple Inc.,Equity,159052.02,29.06
HLD-000382,PA-00083,SPY,SPDR S&P 500 ETF,ETF,245592.19,44.87
HLD-000383,PA-00083,BND,Vanguard Total Bond Market ETF,ETF,142660.78,26.07
HLD-000384,PA-00084,GOOGL,Alphabet Inc.,Equity,29479.79,16.55
HLD-000385,PA-00084,BND,Vanguard Total Bond Market ETF,ETF,42969.01,24.12
HLD-000386,PA-00084,AMZN,Amazon.com Inc.,Equity,21198.84,11.9
HLD-000387,PA-00084,AAPL,Apple Inc.,Equity,47667.73,26.75
HLD-000388,PA-00084,MSFT,Microsoft Corp.,Equity,21884.77,12.28
HLD-000389,PA-00084,SPY,SPDR S&P 500 ETF,ETF,14967.86,8.4
HLD-000390,PA-00085,VTI,Vanguard Total Stock Market ETF,ETF,57525.68,11.51
HLD-000391,PA-00085,BND,Vanguard Total Bond Market ETF,ETF,139328.17,27.87
HLD-000392,PA-00085,GOOGL,Alphabet Inc.,Equity,303102.15,60.63
HLD-000393,PA-00086,AAPL,Apple Inc.,Equity,30369.6,15.17
HLD-000394,PA-00086,MSFT,Microsoft Corp.,Equity,34901.27,17.43
HLD-000395,PA-00086,SPY,SPDR S&P 500 ETF,ETF,17568.53,8.78
HLD-000396,PA-00086,VTI,Vanguard Total Stock Market ETF,ETF,26592.38,13.28
HLD-000397,PA-00086,GOOGL,Alphabet Inc.,Equity,27338.12,13.65
HLD-000398,PA-00086,AMZN,Amazon.com Inc.,Equity,63440.1,31.69
HLD-000399,PA-00087,BND,Vanguard Total Bond Market ETF,ETF,214906.76,30.8
HLD-000400,PA-00087,AAPL,Apple Inc.,Equity,207902.42,29.79
HLD-000401,PA-00087,GOOGL,Alphabet Inc.,Equity,275040.82,39.41
HLD-000402,PA-00088,AAPL,Apple Inc.,Equity,32081.89,7.79
HLD-000403,PA-00088,GOOGL,Alphabet Inc.,Equity,91695.49,22.26
HLD-000404,PA-00088,VTI,Vanguard Total Stock Market ETF,ETF,126467.48,30.7
HLD-000405,PA-00088,AMZN,Amazon.com Inc.,Equity,25652.67,6.23
HLD-000406,PA-00088,BND,Vanguard Total Bond Market ETF,ETF,75704.51,18.38
HLD-000407,PA-00088,MSFT,Microsoft Corp.,Equity,60336.96,14.65
HLD-000408,PA-00089,AMZN,Amazon.com Inc.,Equity,33175.62,18.87
HLD-000409,PA-00089,BND,Vanguard Total Bond Market ETF,ETF,54474.61,30.98
HLD-000410,PA-00089,SPY,SPDR S&P 500 ETF,ETF,88161.77,50.15
HLD-000411,PA-00090,SPY,SPDR S&P 500 ETF,ETF,27175.44,21.64
HLD-000412,PA-00090,BND,Vanguard Total Bond Market ETF,ETF,25667.22,20.44
HLD-000413,PA-00090,AAPL,Apple Inc.,Equity,18353.72,14.62
HLD-000414,PA-00090,AMZN,Amazon.com Inc.,Equity,18293.46,14.57
HLD-000415,PA-00090,VTI,Vanguard Total Stock Market ETF,ETF,21769.48,17.34
HLD-000416,PA-00090,MSFT,Microsoft Corp.,Equity,14316.68,11.4
HLD-000417,PA-00091,SPY,SPDR S&P 500 ETF,ETF,82730.93,11.85
HLD-000418,PA-00091,BND,Vanguard Total Bond Market ETF,ETF,156759.99,22.45
HLD-000419,PA-00091,GOOGL,Alphabet Inc.,Equity,142854.43,20.46
HLD-000420,PA-00091,AAPL,Apple Inc.,Equity,115390.72,16.53
HLD-000421,PA-00091,MSFT,Microsoft Corp.,Equity,97075.53,13.9
HLD-000422,PA-00091,AMZN,Amazon.com Inc.,Equity,103339.41,14.8
HLD-000423,PA-00092,SPY,SPDR S&P 500 ETF,ETF,131082.46,21.62
HLD-000424,PA-00092,GOOGL,Alphabet Inc.,Equity,100025.67,16.5
HLD-000425,PA-00092,BND,Vanguard Total Bond Market ETF,ETF,117599.26,19.39
HLD-000426,PA-00092,MSFT,Microsoft Corp.,Equity,257671.61,42.49
HLD-000427,PA-00093,BND,Vanguard Total Bond Market ETF,ETF,73238.6,13.65
HLD-000428,PA-00093,VTI,Vanguard Total Stock Market ETF,ETF,52631.32,9.81
HLD-000429,PA-00093,SPY,SPDR S&P 500 ETF,ETF,145838.1,27.18
HLD-000430,PA-00093,GOOGL,Alphabet Inc.,Equity,111093.21,20.71
HLD-000431,PA-00093,AMZN,Amazon.com Inc.,Equity,104077.12,19.4
HLD-000432,PA-00093,MSFT,Microsoft Corp.,Equity,49611.65,9.25
HLD-000433,PA-00094,SPY,SPDR S&P 500 ETF,ETF,20373.33,18.58
HLD-000434,PA-00094,GOOGL,Alphabet Inc.,Equity,14578.81,13.3
HLD-000435,PA-00094,AAPL,Apple Inc.,Equity,19993.19,18.23
HLD-000436,PA-00094,VTI,Vanguard Total Stock Market ETF,ETF,30330.07,27.66
HLD-000437,PA-00094,BND,Vanguard Total Bond Market ETF,ETF,24377.6,22.23
HLD-000438,PA-00095,VTI,Vanguard Total Stock Market ETF,ETF,101127.89,26.12
HLD-000439,PA-00095,MSFT,Microsoft Corp.,Equity,20417.7,5.27
HLD-000440,PA-00095,AAPL,Apple Inc.,Equity,70907.64,18.32
HLD-000441,PA-00095,AMZN,Amazon.com Inc.,Equity,16356.65,4.22
HLD-000442,PA-00095,SPY,SPDR S&P 500 ETF,ETF,76434.29,19.74
HLD-000443,PA-00095,BND,Vanguard Total Bond Market ETF,ETF,101900.83,26.32
HLD-000444,PA-00096,AMZN,Amazon.com Inc.,Equity,21535.23,6.21
HLD-000445,PA-00096,GOOGL,Alphabet Inc.,Equity,24484.8,7.06
HLD-000446,PA-00096,VTI,Vanguard Total Stock Market ETF,ETF,84713.31,24.44
HLD-000447,PA-00096,AAPL,Apple Inc.,Equity,44046.91,12.71
HLD-000448,PA-00096,BND,Vanguard Total Bond Market ETF,ETF,89391.76,25.79
HLD-000449,PA-00096,MSFT,Microsoft Corp.,Equity,82462.99,23.79
HLD-000450,PA-00097,GOOGL,Alphabet Inc.,Equity,35817.27,26.44
HLD-000451,PA-00097,SPY,SPDR S&P 500 ETF,ETF,52464.45,38.73
HLD-000452,PA-00097,AMZN,Amazon.com Inc.,Equity,21961.2,16.21
HLD-000453,PA-00097,MSFT,Microsoft Corp.,Equity,25218.08,18.62
HLD-000454,PA-00098,VTI,Vanguard Total Stock Market ETF,ETF,186670.79,25.66
HLD-000455,PA-00098,GOOGL,Alphabet Inc.,Equity,82684.2,11.37
HLD-000456,PA-00098,AAPL,Apple Inc.,Equity,155102.5,21.32
HLD-000457,PA-00098,BND,Vanguard Total Bond Market ETF,ETF,57136.66,7.85
HLD-000458,PA-00098,MSFT,Microsoft Corp.,Equity,194998.65,26.81
HLD-000459,PA-00098,SPY,SPDR S&P 500 ETF,ETF,50813.21,6.99
HLD-000460,PA-00099,SPY,SPDR S&P 500 ETF,ETF,65735.95,8.83
HLD-000461,PA-00099,VTI,Vanguard Total Stock Market ETF,ETF,209895.75,28.21
HLD-000462,PA-00099,MSFT,Microsoft Corp.,Equity,196915.24,26.46
HLD-000463,PA-00099,AMZN,Amazon.com Inc.,Equity,205090.84,27.56
HLD-000464,PA-00099,AAPL,Apple Inc.,Equity,66445.22,8.93
HLD-000465,PA-00100,SPY,SPDR S&P 500 ETF,ETF,51833.29,10.05
HLD-000466,PA-00100,BND,Vanguard Total Bond Market ETF,ETF,150395.15,29.16
HLD-000467,PA-00100,AMZN,Amazon.com Inc.,Equity,125806.33,24.39
HLD-000468,PA-00100,MSFT,Microsoft Corp.,Equity,142034.23,27.54
HLD-000469,PA-00100,GOOGL,Alphabet Inc.,Equity,45707.01,8.86
HLD-000470,PA-00101,VTI,Vanguard Total Stock Market ETF,ETF,81998.19,23.74
HLD-000471,PA-00101,SPY,SPDR S&P 500 ETF,ETF,15743.01,4.56
HLD-000472,PA-00101,AMZN,Amazon.com Inc.,Equity,50323.51,14.57
HLD-000473,PA-00101,MSFT,Microsoft Corp.,Equity,41494.68,12.01
HLD-000474,PA-00101,AAPL,Apple Inc.,Equity,86945.54,25.17
HLD-000475,PA-00101,GOOGL,Alphabet Inc.,Equity,68954.07,19.96
HLD-000476,PA-00102,AMZN,Amazon.com Inc.,Equity,87659.87,40.19
HLD-000477,PA-00102,VTI,Vanguard Total Stock Market ETF,ETF,29365.22,13.46
HLD-000478,PA-00102,MSFT,Microsoft Corp.,Equity,47801.41,21.92
HLD-000479,PA-00102,SPY,SPDR S&P 500 ETF,ETF,39629.66,18.17
HLD-000480,PA-00102,AAPL,Apple Inc.,Equity,13642.84,6.26
HLD-000481,PA-00103,MSFT,Microsoft Corp.,Equity,31520.73,23.25
HLD-000482,PA-00103,AAPL,Apple Inc.,Equity,37143.28,27.4
HLD-000483,PA-00103,GOOGL,Alphabet Inc.,Equity,11150.36,8.22
HLD-000484,PA-00103,BND,Vanguard Total Bond Market ETF,ETF,17085.4,12.6
HLD-000485,PA-00103,VTI,Vanguard Total Stock Market ETF,ETF,38669.23,28.52
