Transaction_ID,Household_External_ID,Portfolio_Account_ID,Transaction_Date,Transaction_Type,Symbol,Quantity,Price,Total_Amount,Currency
TXN-000281,HH-0029,PA-00054,2026-04-19,BUY,SPY,114,426.45,48615.3,CAD
TXN-000282,HH-0029,PA-00055,2025-10-25,BUY,VTI,173,418.99,72485.27,CAD
TXN-000283,HH-0029,PA-00055,2026-04-25,BUY,MSFT,74,358.78,26549.72,CAD
TXN-000284,HH-0029,PA-00055,2026-04-03,SELL,GOOGL,6,111.17,667.02,CAD
TXN-000285,HH-0029,PA-00055,2026-06-27,SELL,AAPL,41,376.96,15455.36,CAD
TXN-000286,HH-0029,PA-00055,2026-08-24,BUY,BND,140,127.19,17806.6,CAD
TXN-000287,HH-0029,PA-00055,2026-02-06,SELL,GOOGL,45,200.78,9035.1,CAD
TXN-000288,HH-0029,PA-00055,2026-03-26,BUY,AAPL,44,99.77,4389.88,CAD
TXN-000289,HH-0029,PA-00055,2025-10-27,BUY,BND,25,154.25,3856.25,CAD
TXN-000290,HH-0029,PA-00056,2026-02-03,SELL,VTI,118,221.74,26165.32,CAD
TXN-000291,HH-0029,PA-00056,2026-05-21,BUY,GOOGL,115,77.67,8932.05,CAD
TXN-000292,HH-0029,PA-00056,2025-09-26,SELL,VTI,175,171.5,30012.5,CAD
TXN-000293,HH-0029,PA-00056,2026-05-19,SELL,VTI,19,28.65,544.35,CAD
TXN-000294,HH-0029,PA-00056,2026-04-07,BUY,SPY,40,387.98,15519.2,CAD
TXN-000295,HH-0029,PA-00056,2026-04-13,SELL,AAPL,6,261.26,1567.56,CAD
TXN-000296,HH-0029,PA-00056,2026-01-31,BUY,MSFT,102,277.98,28353.96,CAD
TXN-000297,HH-0030,PA-00057,2025-12-26,SELL,AAPL,106,434.34,46040.04,CAD
TXN-000298,HH-0030,PA-00057,2026-08-18,SELL,AAPL,122,462.55,56431.1,CAD
TXN-000299,HH-0030,PA-00057,2026-04-01,SELL,VTI,108,362.01,39097.08,CAD
TXN-000300,HH-0030,PA-00058,2026-04-13,BUY,AMZN,10,483.94,4839.4,CAD
TXN-000301,HH-0030,PA-00058,2026-06-13,SELL,SPY,181,461.89,83602.09,CAD
TXN-000302,HH-0030,PA-00058,2026-07-25,SELL,SPY,32,140.58,4498.56,CAD
TXN-000303,HH-0030,PA-00058,2025-11-11,SELL,VTI,25,212.99,5324.75,CAD
TXN-000304,HH-0030,PA-00058,2026-04-03,SELL,MSFT,90,395.08,35557.2,CAD
TXN-000305,HH-0030,PA-00059,2025-12-21,BUY,VTI,135,117.1,15808.5,CAD
TXN-000306,HH-0030,PA-00059,2026-03-14,SELL,BND,170,412.14,70063.8,CAD
TXN-000307,HH-0031,PA-00060,2026-07-18,BUY,GOOGL,55,107.41,5907.55,CAD
TXN-000308,HH-0031,PA-00060,2026-06-22,BUY,MSFT,165,259.71,42852.15,CAD
TXN-000309,HH-0031,PA-00060,2025-11-24,SELL,BND,149,330.42,49232.58,CAD
TXN-000310,HH-0031,PA-00061,2026-03-27,SELL,MSFT,117,57.44,6720.48,CAD
TXN-000311,HH-0031,PA-00061,2026-01-25,SELL,SPY,75,305.92,22944.0,CAD
TXN-000312,HH-0031,PA-00061,2026-03-12,BUY,GOOGL,123,239.66,29478.18,CAD
TXN-000313,HH-0031,PA-00061,2026-08-10,SELL,SPY,78,61.45,4793.1,CAD
TXN-000314,HH-0031,PA-00061,2026-07-24,SELL,AMZN,153,288.3,44109.9,CAD
TXN-000315,HH-0031,PA-00061,2026-08-18,SELL,SPY,151,334.62,50527.62,CAD
TXN-000316,HH-0032,PA-00062,2025-11-03,SELL,VTI,43,479.92,20636.56,CAD
TXN-000317,HH-0032,PA-00062,2026-01-21,BUY,SPY,92,491.63,45229.96,CAD
TXN-000318,HH-0032,PA-00062,2026-07-27,BUY,AAPL,68,361.12,24556.16,CAD
TXN-000319,HH-0032,PA-00062,2026-01-27,BUY,GOOGL,100,461.02,46102.0,CAD
TXN-000320,HH-0032,PA-00063,2026-02-11,SELL,BND,158,49.87,7879.46,CAD
TXN-000321,HH-0032,PA-00063,2025-10-20,SELL,AAPL,89,69.89,6220.21,CAD
TXN-000322,HH-0032,PA-00063,2025-09-26,SELL,GOOGL,69,368.77,25445.13,CAD
TXN-000323,HH-0032,PA-00063,2025-10-07,BUY,GOOGL,25,301.8,7545.0,CAD
TXN-000324,HH-0032,PA-00063,2026-06-28,SELL,GOOGL,172,356.78,61366.16,CAD
TXN-000325,HH-0032,PA-00064,2026-07-04,BUY,GOOGL,148,203.92,30180.16,CAD
TXN-000326,HH-0032,PA-00064,2026-03-24,BUY,BND,184,418.76,77051.84,CAD
TXN-000327,HH-0032,PA-00064,2025-09-23,BUY,BND,176,226.12,39797.12,CAD
TXN-000328,HH-0032,PA-00064,2026-03-07,BUY,GOOGL,84,110.62,9292.08,CAD
TXN-000329,HH-0032,PA-00064,2026-05-22,SELL,SPY,129,116.2,14989.8,CAD
TXN-000330,HH-0033,PA-00065,2026-06-21,BUY,GOOGL,30,266.15,7984.5,CAD
TXN-000331,HH-0033,PA-00065,2025-12-06,BUY,BND,91,441.29,40157.39,CAD
TXN-000332,HH-0033,PA-00065,2025-10-27,BUY,VTI,101,98.27,9925.27,CAD
TXN-000333,HH-0034,PA-00066,2025-09-19,BUY,BND,117,45.75,5352.75,CAD
TXN-000334,HH-0034,PA-00066,2026-03-06,BUY,AMZN,161,160.34,25814.74,CAD
TXN-000335,HH-0034,PA-00066,2026-01-22,BUY,VTI,66,172.0,11352.0,CAD
TXN-000336,HH-0034,PA-00067,2026-01-11,BUY,GOOGL,178,474.89,84530.42,CAD
TXN-000337,HH-0034,PA-00067,2026-01-26,SELL,SPY,77,394.61,30384.97,CAD
TXN-000338,HH-0034,PA-00067,2025-12-25,SELL,MSFT,56,405.6,22713.6,CAD
TXN-000339,HH-0034,PA-00067,2026-06-30,SELL,AAPL,169,253.28,42804.32,CAD
TXN-000340,HH-0034,PA-00067,2026-03-02,BUY,BND,137,429.3,58814.1,CAD
TXN-000341,HH-0034,PA-00067,2026-04-16,BUY,SPY,46,154.58,7110.68,CAD
TXN-000342,HH-0034,PA-00067,2025-12-20,BUY,SPY,116,68.56,7952.96,CAD
TXN-000343,HH-0034,PA-00067,2026-05-18,SELL,GOOGL,11,222.08,2442.88,CAD
TXN-000344,HH-0034,PA-00068,2025-12-25,SELL,MSFT,103,497.4,51232.2,CAD
TXN-000345,HH-0034,PA-00068,2026-03-01,BUY,AAPL,86,467.14,40174.04,CAD
TXN-000346,HH-0034,PA-00068,2025-10-11,SELL,SPY,42,90.36,3795.12,CAD
TXN-000347,HH-0034,PA-00068,2026-04-15,SELL,BND,40,385.45,15418.0,CAD
TXN-000348,HH-0034,PA-00068,2026-01-11,SELL,VTI,6,455.28,2731.68,CAD
TXN-000349,HH-0035,PA-00069,2026-04-30,BUY,SPY,43,285.68,12284.24,CAD
TXN-000350,HH-0035,PA-00069,2025-11-01,SELL,AAPL,78,137.88,10754.64,CAD
TXN-000351,HH-0035,PA-00070,2026-08-15,BUY,AMZN,168,402.1,67552.8,CAD
TXN-000352,HH-0035,PA-00070,2026-01-17,BUY,AAPL,132,308.45,40715.4,CAD
TXN-000353,HH-0035,PA-00071,2025-10-20,BUY,BND,41,163.35,6697.35,CAD
TXN-000354,HH-0035,PA-00071,2026-09-08,SELL,MSFT,151,222.87,33653.37,CAD
TXN-000355,HH-0036,PA-00072,2025-10-01,BUY,VTI,97,57.15,5543.55,CAD
TXN-000356,HH-0036,PA-00072,2025-12-13,BUY,AMZN,125,45.68,5710.0,CAD
TXN-000357,HH-0036,PA-00072,2026-02-22,SELL,GOOGL,196,32.72,6413.12,CAD
TXN-000358,HH-0036,PA-00072,2026-08-05,SELL,MSFT,192,337.12,64727.04,CAD
TXN-000359,HH-0036,PA-00072,2026-07-17,SELL,MSFT,16,192.34,3077.44,CAD
TXN-000360,HH-0036,PA-00072,2026-03-19,BUY,SPY,180,245.7,44226.0,CAD
TXN-000361,HH-0036,PA-00072,2025-09-17,SELL,BND,51,410.46,20933.46,CAD
TXN-000362,HH-0036,PA-00073,2026-01-17,BUY,GOOGL,56,45.81,2565.36,CAD
TXN-000363,HH-0036,PA-00073,2026-05-29,BUY,GOOGL,84,269.81,22664.04,CAD
TXN-000364,HH-0037,PA-00074,2025-12-04,SELL,GOOGL,14,382.81,5359.34,CAD
TXN-000365,HH-0037,PA-00074,2026-06-03,SELL,GOOGL,17,436.25,7416.25,CAD
TXN-000366,HH-0037,PA-00074,2026-03-23,SELL,AAPL,99,232.55,23022.45,CAD
TXN-000367,HH-0037,PA-00074,2026-02-16,SELL,AMZN,91,487.52,44364.32,CAD
TXN-000368,HH-0037,PA-00074,2025-12-28,SELL,GOOGL,137,151.69,20781.53,CAD
TXN-000369,HH-0037,PA-00074,2026-07-28,SELL,AAPL,115,311.17,35784.55,CAD
TXN-000370,HH-0037,PA-00074,2026-06-08,SELL,GOOGL,31,63.03,1953.93,CAD
TXN-000371,HH-0037,PA-00074,2025-10-05,SELL,GOOGL,119,311.25,37038.75,CAD
TXN-000372,HH-0037,PA-00075,2026-06-15,SELL,GOOGL,119,45.12,5369.28,CAD
TXN-000373,HH-0037,PA-00075,2026-03-12,SELL,GOOGL,168,490.51,82405.68,CAD
TXN-000374,HH-0037,PA-00075,2026-08-10,BUY,BND,168,217.95,36615.6,CAD
TXN-000375,HH-0037,PA-00075,2025-12-20,BUY,AAPL,41,428.12,17552.92,CAD
TXN-000376,HH-0037,PA-00075,2025-09-26,SELL,AAPL,37,56.94,2106.78,CAD
TXN-000377,HH-0037,PA-00076,2025-10-13,SELL,GOOGL,103,476.0,49028.0,CAD
TXN-000378,HH-0037,PA-00076,2026-08-23,BUY,BND,120,475.69,57082.8,CAD
TXN-000379,HH-0037,PA-00076,2026-03-02,SELL,SPY,24,297.61,7142.64,CAD
TXN-000380,HH-0037,PA-00076,2025-12-11,SELL,AMZN,85,333.54,28350.9,CAD
TXN-000381,HH-0037,PA-00076,2026-05-04,BUY,AAPL,193,113.37,21880.41,CAD
TXN-000382,HH-0037,PA-00076,2025-12-17,SELL,VTI,35,149.34,5226.9,CAD
TXN-000383,HH-0037,PA-00076,2026-04-28,SELL,MSFT,161,160.65,25864.65,CAD
TXN-000384,HH-0037,PA-00076,2025-12-31,BUY,AAPL,39,430.09,16773.51,CAD
TXN-000385,HH-0038,PA-00077,2026-06-12,SELL,AAPL,179,484.59,86741.61,CAD
TXN-000386,HH-0038,PA-00077,2026-03-29,SELL,BND,21,286.25,6011.25,CAD
TXN-000387,HH-0038,PA-00077,2026-04-13,SELL,SPY,45,363.11,16339.95,CAD
TXN-000388,HH-0038,PA-00077,2025-09-15,BUY,SPY,97,266.66,25866.02,CAD
TXN-000389,HH-0038,PA-00077,2026-07-08,BUY,SPY,40,137.45,5498.0,CAD
TXN-000390,HH-0038,PA-00078,2026-08-26,SELL,VTI,151,200.23,30234.73,CAD
TXN-000391,HH-0038,PA-00078,2025-11-30,BUY,VTI,27,56.23,1518.21,CAD
TXN-000392,HH-0038,PA-00078,2026-02-17,SELL,VTI,110,390.35,42938.5,CAD
TXN-000393,HH-0038,PA-00078,2025-11-18,BUY,MSFT,86,330.11,28389.46,CAD
TXN-000394,HH-0038,PA-00078,2026-01-21,SELL,BND,137,188.64,25843.68,CAD
TXN-000395,HH-0038,PA-00079,2025-11-30,BUY,SPY,38,230.49,8758.62,CAD
TXN-000396,HH-0038,PA-00079,2026-08-11,BUY,VTI,44,169.46,7456.24,CAD
TXN-000397,HH-0038,PA-00079,2026-06-18,SELL,BND,62,189.36,11740.32,CAD
TXN-000398,HH-0038,PA-00079,2025-12-17,SELL,SPY,25,144.04,3601.0,CAD
TXN-000399,HH-0038,PA-00079,2025-10-18,SELL,MSFT,165,168.84,27858.6,CAD
TXN-000400,HH-0038,PA-00079,2025-12-09,BUY,VTI,169,105.1,17761.9,CAD
TXN-000401,HH-0038,PA-00079,2025-11-15,BUY,MSFT,173,321.63,55641.99,CAD
TXN-000402,HH-0038,PA-00079,2025-11-03,SELL,SPY,149,44.57,6640.93,CAD
TXN-000403,HH-0039,PA-00080,2026-08-25,BUY,AAPL,169,391.24,66119.56,CAD
TXN-000404,HH-0039,PA-00080,2026-04-26,BUY,SPY,151,222.88,33654.88,CAD
TXN-000405,HH-0039,PA-00080,2025-10-16,BUY,AMZN,165,284.15,46884.75,CAD
TXN-000406,HH-0039,PA-00080,2025-10-15,SELL,AMZN,67,407.23,27284.41,CAD
TXN-000407,HH-0039,PA-00080,2025-09-23,SELL,GOOGL,121,59.66,7218.86,CAD
TXN-000408,HH-0039,PA-00080,2026-08-09,BUY,AMZN,111,255.02,28307.22,CAD
TXN-000409,HH-0039,PA-00080,2026-05-27,SELL,VTI,41,173.48,7112.68,CAD
TXN-000410,HH-0039,PA-00080,2026-03-29,SELL,AMZN,38,386.32,14680.16,CAD
TXN-000411,HH-0039,PA-00081,2025-11-25,BUY,GOOGL,66,246.57,16273.62,CAD
TXN-000412,HH-0039,PA-00081,2026-04-25,SELL,MSFT,41,70.99,2910.59,CAD
TXN-000413,HH-0039,PA-00081,2026-04-13,SELL,SPY,162,223.61,36224.82,CAD
TXN-000414,HH-0039,PA-00081,2026-06-19,SELL,VTI,189,173.54,32799.06,CAD
TXN-000415,HH-0039,PA-00081,2026-06-19,SELL,VTI,124,261.91,32476.84,CAD
TXN-000416,HH-0039,PA-00081,2026-04-04,SELL,AAPL,28,473.99,13271.72,CAD
TXN-000417,HH-0039,PA-00082,2026-01-17,BUY,MSFT,154,192.63,29665.02,CAD
TXN-000418,HH-0039,PA-00082,2026-08-14,SELL,AMZN,157,444.11,69725.27,CAD
TXN-000419,HH-0039,PA-00082,2025-10-09,SELL,GOOGL,142,28.88,4100.96,CAD
TXN-000420,HH-0039,PA-00082,2026-07-15,SELL,MSFT,72,370.57,26681.04,CAD
TXN-000421,HH-0039,PA-00082,2026-02-14,SELL,AAPL,107,49.3,5275.1,CAD
TXN-000422,HH-0039,PA-00082,2025-11-25,BUY,GOOGL,146,162.09,23665.14,CAD
TXN-000423,HH-0040,PA-00083,2025-12-24,SELL,SPY,145,157.87,22891.15,CAD
TXN-000424,HH-0040,PA-00083,2025-10-24,BUY,MSFT,29,212.1,6150.9,CAD
TXN-000425,HH-0040,PA-00083,2026-03-19,SELL,SPY,41,119.55,4901.55,CAD
TXN-000426,HH-0040,PA-00083,2025-12-22,SELL,VTI,15,46.52,697.8,CAD
TXN-000427,HH-0040,PA-00083,2026-06-30,SELL,SPY,126,271.68,34231.68,CAD
TXN-000428,HH-0040,PA-00084,2025-11-02,BUY,GOOGL,161,176.3,28384.3,CAD
TXN-000429,HH-0040,PA-00084,2026-02-19,SELL,VTI,91,265.97,24203.27,CAD
TXN-000430,HH-0040,PA-00084,2025-12-22,SELL,BND,149,167.4,24942.6,CAD
TXN-000431,HH-0041,PA-00085,2026-08-31,SELL,GOOGL,177,77.06,13639.62,CAD
TXN-000432,HH-0041,PA-00085,2026-02-07,SELL,SPY,190,439.25,83457.5,CAD
TXN-000433,HH-0041,PA-00085,2025-10-21,BUY,VTI,126,151.13,19042.38,CAD
TXN-000434,HH-0041,PA-00085,2025-10-08,BUY,BND,18,302.17,5439.06,CAD
TXN-000435,HH-0041,PA-00085,2026-06-13,SELL,MSFT,179,140.04,25067.16,CAD
TXN-000436,HH-0041,PA-00085,2025-11-19,BUY,MSFT,9,234.49,2110.41,CAD
TXN-000437,HH-0041,PA-00085,2026-02-06,BUY,AMZN,181,121.85,22054.85,CAD
TXN-000438,HH-0041,PA-00085,2025-12-26,SELL,SPY,193,370.52,71510.36,CAD
TXN-000439,HH-0041,PA-00086,2026-06-30,BUY,VTI,88,499.11,43921.68,CAD
TXN-000440,HH-0041,PA-00086,2026-01-07,SELL,GOOGL,49,243.34,11923.66,CAD
TXN-000441,HH-0041,PA-00086,2025-12-10,SELL,VTI,95,346.04,32873.8,CAD
TXN-000442,HH-0041,PA-00086,2025-09-25,SELL,VTI,128,116.33,14890.24,CAD
TXN-000443,HH-0041,PA-00086,2026-05-05,SELL,VTI,81,131.81,10676.61,CAD
TXN-000444,HH-0041,PA-00086,2026-04-09,SELL,BND,58,352.86,20465.88,CAD
TXN-000445,HH-0041,PA-00086,2026-01-01,SELL,AMZN,94,291.23,27375.62,CAD
TXN-000446,HH-0042,PA-00087,2026-04-21,SELL,AAPL,151,346.4,52306.4,CAD
TXN-000447,HH-0042,PA-00087,2026-02-26,SELL,SPY,93,478.44,44494.92,CAD
TXN-000448,HH-0042,PA-00087,2026-06-26,SELL,AAPL,78,478.77,37344.06,CAD
TXN-000449,HH-0042,PA-00087,2026-07-30,SELL,AMZN,172,146.81,25251.32,CAD
TXN-000450,HH-0042,PA-00087,2026-01-06,BUY,MSFT,142,153.79,21838.18,CAD
TXN-000451,HH-0042,PA-00087,2025-11-25,SELL,MSFT,32,317.45,10158.4,CAD
TXN-000452,HH-0042,PA-00087,2025-11-12,BUY,MSFT,17,343.17,5833.89,CAD
TXN-000453,HH-0042,PA-00087,2025-12-11,BUY,BND,64,49.93,3195.52,CAD
TXN-000454,HH-0043,PA-00088,2026-03-23,SELL,AAPL,179,391.11,70008.69,CAD
TXN-000455,HH-0043,PA-00088,2026-09-06,BUY,AMZN,172,469.14,80692.08,CAD
TXN-000456,HH-0043,PA-00088,2026-01-08,SELL,BND,56,384.06,21507.36,CAD
TXN-000457,HH-0043,PA-00088,2026-04-14,SELL,GOOGL,170,53.1,9027.0,CAD
TXN-000458,HH-0043,PA-00088,2026-07-25,BUY,VTI,194,368.48,71485.12,CAD
TXN-000459,HH-0043,PA-00089,2026-06-11,SELL,SPY,50,468.61,23430.5,CAD
TXN-000460,HH-0043,PA-00089,2026-08-21,SELL,SPY,131,113.5,14868.5,CAD
TXN-000461,HH-0043,PA-00090,2026-04-13,BUY,AAPL,81,294.78,23877.18,CAD
TXN-000462,HH-0043,PA-00090,2026-07-16,SELL,GOOGL,121,494.82,59873.22,CAD
TXN-000463,HH-0043,PA-00090,2025-12-04,SELL,MSFT,134,247.31,33139.54,CAD
TXN-000464,HH-0043,PA-00090,2026-06-02,BUY,GOOGL,46,372.28,17124.88,CAD
TXN-000465,HH-0043,PA-00090,2025-10-12,SELL,BND,52,31.69,1647.88,CAD
TXN-000466,HH-0043,PA-00090,2026-03-20,SELL,VTI,177,384.71,68093.67,CAD
TXN-000467,HH-0043,PA-00090,2026-06-11,SELL,SPY,114,269.76,30752.64,CAD
TXN-000468,HH-0044,PA-00091,2026-02-15,BUY,MSFT,40,251.79,10071.6,CAD
TXN-000469,HH-0044,PA-00091,2026-05-04,BUY,GOOGL,103,136.87,14097.61,CAD
TXN-000470,HH-0044,PA-00092,2026-04-25,SELL,GOOGL,154,368.37,56728.98,CAD
TXN-000471,HH-0044,PA-00092,2026-09-03,SELL,BND,97,354.07,34344.79,CAD
TXN-000472,HH-0044,PA-00092,2026-08-08,BUY,AMZN,83,100.87,8372.21,CAD
TXN-000473,HH-0044,PA-00092,2025-09-22,SELL,BND,35,328.39,11493.65,CAD
TXN-000474,HH-0044,PA-00092,2026-04-10,SELL,VTI,61,129.09,7874.49,CAD
TXN-000475,HH-0044,PA-00092,2026-07-02,SELL,MSFT,121,380.17,46000.57,CAD
TXN-000476,HH-0044,PA-00092,2025-11-02,SELL,AMZN,184,285.89,52603.76,CAD
TXN-000477,HH-0044,PA-00092,2026-01-10,BUY,SPY,68,348.16,23674.88,CAD
TXN-000478,HH-0045,PA-00093,2026-07-29,SELL,VTI,185,196.85,36417.25,CAD
TXN-000479,HH-0045,PA-00093,2025-11-24,BUY,AAPL,145,453.87,65811.15,CAD
TXN-000480,HH-0045,PA-00093,2026-05-28,BUY,MSFT,88,430.88,37917.44,CAD
TXN-000481,HH-0045,PA-00093,2026-01-25,BUY,BND,57,365.54,20835.78,CAD
TXN-000482,HH-0045,PA-00093,2026-01-01,BUY,VTI,119,409.13,48686.47,CAD
TXN-000483,HH-0045,PA-00093,2026-01-19,BUY,VTI,111,241.98,26859.78,CAD
TXN-000484,HH-0046,PA-00094,2025-11-26,SELL,BND,83,368.56,30590.48,CAD
TXN-000485,HH-0046,PA-00094,2026-02-18,SELL,SPY,5,379.26,1896.3,CAD
TXN-000486,HH-0046,PA-00095,2026-08-02,BUY,AMZN,93,357.68,33264.24,CAD
TXN-000487,HH-0046,PA-00095,2025-12-05,BUY,AAPL,125,40.07,5008.75,CAD
TXN-000488,HH-0046,PA-00095,2026-02-11,BUY,SPY,39,388.77,15162.03,CAD
TXN-000489,HH-0046,PA-00095,2025-10-13,SELL,GOOGL,102,238.06,24282.12,CAD
TXN-000490,HH-0046,PA-00095,2026-02-27,SELL,AAPL,179,482.97,86451.63,CAD
TXN-000491,HH-0046,PA-00095,2025-12-06,BUY,BND,94,81.35,7646.9,CAD
TXN-000492,HH-0047,PA-00096,2026-02-19,BUY,BND,62,421.54,26135.48,CAD
TXN-000493,HH-0047,PA-00096,2026-08-28,SELL,AMZN,177,366.57,64882.89,CAD
TXN-000494,HH-0047,PA-00096,2026-02-03,SELL,SPY,63,142.57,8981.91,CAD
TXN-000495,HH-0047,PA-00096,2026-03-15,BUY,GOOGL,53,470.27,24924.31,CAD
TXN-000496,HH-0047,PA-00096,2026-07-13,BUY,SPY,174,224.14,39000.36,CAD
TXN-000497,HH-0047,PA-00096,2026-08-31,BUY,MSFT,22,72.93,1604.46,CAD
TXN-000498,HH-0047,PA-00097,2026-01-23,BUY,MSFT,194,46.01,8925.94,CAD
TXN-000499,HH-0047,PA-00097,2026-01-27,BUY,VTI,60,383.33,22999.8,CAD
TXN-000500,HH-0048,PA-00098,2026-08-11,BUY,VTI,79,136.23,10762.17,CAD
TXN-000501,HH-0048,PA-00098,2025-11-18,SELL,VTI,158,391.96,61929.68,CAD
TXN-000502,HH-0048,PA-00098,2026-03-28,BUY,GOOGL,41,493.21,20221.61,CAD
TXN-000503,HH-0048,PA-00098,2025-12-16,BUY,AMZN,81,155.7,12611.7,CAD
TXN-000504,HH-0048,PA-00098,2025-11-27,BUY,BND,178,227.92,40569.76,CAD
TXN-000505,HH-0048,PA-00098,2025-12-29,BUY,GOOGL,169,343.89,58117.41,CAD
TXN-000506,HH-0048,PA-00098,2025-12-14,SELL,BND,111,218.92,24300.12,CAD
TXN-000507,HH-0048,PA-00098,2026-04-08,SELL,MSFT,198,280.52,55542.96,CAD
TXN-000508,HH-0048,PA-00099,2026-05-16,SELL,SPY,186,93.57,17404.02,CAD
TXN-000509,HH-0048,PA-00099,2026-01-14,BUY,VTI,110,484.7,53317.0,CAD
TXN-000510,HH-0048,PA-00099,2025-11-27,BUY,AMZN,67,146.12,9790.04,CAD
TXN-000511,HH-0048,PA-00100,2025-10-12,BUY,AMZN,99,68.92,6823.08,CAD
TXN-000512,HH-0048,PA-00100,2026-06-03,BUY,GOOGL,101,344.99,34843.99,CAD
TXN-000513,HH-0048,PA-00100,2025-11-04,BUY,SPY,23,114.38,2630.74,CAD
TXN-000514,HH-0048,PA-00100,2025-11-12,BUY,AMZN,58,438.0,25404.0,CAD
TXN-000515,HH-0049,PA-00101,2026-04-06,BUY,MSFT,53,481.99,25545.47,CAD
TXN-000516,HH-0049,PA-00101,2026-07-10,SELL,MSFT,183,312.09,57112.47,CAD
TXN-000517,HH-0049,PA-00101,2026-05-27,SELL,MSFT,146,177.77,25954.42,CAD
TXN-000518,HH-0049,PA-00101,2026-04-17,SELL,AMZN,141,333.14,46972.74,CAD
TXN-000519,HH-0049,PA-00102,2026-04-28,SELL,VTI,132,246.35,32518.2,CAD
TXN-000520,HH-0049,PA-00102,2026-01-11,SELL,MSFT,99,173.64,17190.36,CAD
TXN-000521,HH-0049,PA-00102,2026-08-16,BUY,BND,42,32.7,1373.4,CAD
TXN-000522,HH-0049,PA-00102,2025-11-29,SELL,GOOGL,44,118.19,5200.36,CAD
TXN-000523,HH-0050,PA-00103,2026-02-26,BUY,AMZN,145,335.94,48711.3,CAD
TXN-000524,HH-0050,PA-00103,2025-09-23,SELL,GOOGL,200,415.26,83052.0,CAD
TXN-000525,HH-0050,PA-00103,2025-10-15,SELL,AMZN,48,373.07,17907.36,CAD
